Date,Price,Open,High,Low,Vol.,
2-Jun-20,39.2,38.38,39.55,38.28,-,
1-Jun-20,38.32,37.56,38.68,37.18,212.78,
29-May-20,35.33,35.15,35.37,34.06,14.71,
28-May-20,35.29,33.92,35.95,33.62,70.99,
27-May-20,34.74,35.93,36.16,33.98,112.25,
26-May-20,36.17,35.66,36.68,35.26,129.98,
25-May-20,35.53,34.98,35.97,34.46,28.96,
22-May-20,35.13,36.18,36.23,33.54,174.59,
21-May-20,36.06,35.82,36.98,35.75,178.55,
20-May-20,35.75,34.45,36.46,34.38,191.27,
19-May-20,34.65,35.66,35.76,34.2,188.93,
18-May-20,34.81,32.78,35.72,32.69,232.25,
15-May-20,32.5,31.52,32.91,30.94,211.28,
14-May-20,31.13,29.52,31.55,28.88,222.21,
13-May-20,29.19,29.35,30.55,28.86,221.11,
12-May-20,29.98,30.07,30.7,29.35,202.47,
11-May-20,29.63,30.7,31.47,29.35,242.21,
8-May-20,30.97,29.6,31.14,29.43,147.3,
7-May-20,29.46,29.64,31.84,29.08,259.89,
6-May-20,29.72,32.27,32.27,28.66,268.46,
5-May-20,30.97,28.1,32.06,27.77,267.14,
4-May-20,27.2,26.1,28.08,25.5,215.73,
1-May-20,26.44,26.95,27.88,25.76,216.98,
30-Apr-20,25.27,22.87,25.76,22.87,9.69,
29-Apr-20,22.54,20.66,23.88,20.53,86.55,
28-Apr-20,20.46,19.9,21.29,18.73,123.22,
27-Apr-20,19.99,21.55,21.91,19.11,162.39,
24-Apr-20,21.44,21.93,22.7,20.5,187,
23-Apr-20,21.33,20.89,23.22,20.07,256.3,
22-Apr-20,20.37,20.23,22.45,15.98,344.76,
21-Apr-20,19.33,26.33,26.5,17.51,637.21,
20-Apr-20,25.57,28.05,28.25,25.37,361.83,
17-Apr-20,28.08,28.66,28.93,27.58,286.17,
16-Apr-20,27.82,28.05,29,27.2,272.98,
15-Apr-20,27.69,30.26,30.33,27.16,284.34,
14-Apr-20,29.6,32.25,32.32,29.38,297.55,
13-Apr-20,31.74,33.99,33.99,30.63,223.29,
9-Apr-20,31.48,33.82,36.4,31.18,493,
8-Apr-20,32.84,32.63,33.87,31.54,320.61,
7-Apr-20,31.87,33.66,34.18,31.74,303.42,
6-Apr-20,33.05,31.76,34.24,30.03,296.07,
3-Apr-20,34.11,29.89,35,28.25,541.28,
2-Apr-20,29.94,25.61,36.29,25.45,612.27,
1-Apr-20,24.74,25.99,26.28,24.52,347.29,
31-Mar-20,22.74,23,23.87,22.59,14.77,
30-Mar-20,22.76,23.85,24.44,21.65,62.08,
27-Mar-20,24.93,26.68,27,24.13,112.74,
26-Mar-20,26.34,27.35,27.75,26.03,139.18,
25-Mar-20,27.39,27.8,28.29,25.68,154.94,
24-Mar-20,27.15,27.72,28.65,26.69,198.91,
23-Mar-20,27.03,26.75,27.54,24.68,257.59,
20-Mar-20,26.98,28.1,30.94,26.81,313.84,
19-Mar-20,28.47,27.19,29.42,24.96,335.72,
18-Mar-20,24.88,28.4,29.21,24.52,348.4,
17-Mar-20,28.73,30.14,31.25,28.5,270.24,
16-Mar-20,30.05,35.82,35.84,29.45,330.12,
13-Mar-20,33.85,32.85,36.15,32.5,360.63,
12-Mar-20,33.22,35.99,36.46,32.5,472.74,
11-Mar-20,35.79,37.27,39.7,35.35,471.77,
10-Mar-20,37.22,35.84,38.22,35,551.29,
9-Mar-20,34.36,38.28,38.34,31.02,779.72,
6-Mar-20,45.27,50.25,50.45,45.18,636.39,
5-Mar-20,49.99,51.66,52.04,49.7,361.04,
4-Mar-20,51.13,52.11,53.03,51.04,363.5,
3-Mar-20,51.86,53.47,53.9,51.22,407.55,
2-Mar-20,51.9,48.95,53.2,48.4,417.56,
28-Feb-20,50.52,51.42,51.52,50.05,20.36,
27-Feb-20,52.18,53.18,53.25,50.97,112.16,
26-Feb-20,53.43,55.13,55.45,53.03,171.5,
25-Feb-20,54.95,56.46,56.98,54.62,210.28,
24-Feb-20,56.3,57.85,57.86,55.13,236.33,
21-Feb-20,58.5,59,59.25,57.73,236.49,
20-Feb-20,59.31,59.31,60,58.9,268.65,
19-Feb-20,59.12,57.6,59.4,57.51,262.15,
18-Feb-20,57.75,57.35,57.83,56.3,249.2,
17-Feb-20,57.67,57.29,57.7,56.83,115.34,
14-Feb-20,57.32,56.41,57.53,56.15,258.14,
13-Feb-20,56.34,55.75,56.83,54.96,325.51,
12-Feb-20,55.79,54.41,56.36,54.39,305.45,
11-Feb-20,54.01,53.62,54.69,53.6,272.81,
10-Feb-20,53.27,54.2,54.71,53.11,280.18,
7-Feb-20,54.47,55.14,55.4,54.21,270.8,
6-Feb-20,54.93,55.56,56.58,54.25,379.87,
5-Feb-20,55.28,54.05,56.46,54.05,412.27,
4-Feb-20,53.96,54.33,55.65,53.69,409.86,
3-Feb-20,54.45,56.16,56.77,54.08,477.22,
31-Jan-20,58.16,59.3,59.45,57.94,19.6,
30-Jan-20,58.29,59.6,59.65,57.71,104.27,
29-Jan-20,59.81,59.86,60.62,59.26,142.68,
28-Jan-20,59.51,59.03,60.12,58.5,248.95,
27-Jan-20,59.32,60.23,60.49,58.5,259.77,
24-Jan-20,60.69,62.01,62.46,60.25,257.95,
23-Jan-20,62.04,62.68,62.69,61.25,361.91,
22-Jan-20,63.21,64.57,64.58,62.62,273.3,
21-Jan-20,64.59,65.26,65.35,64.06,248.56,
20-Jan-20,65.2,65.98,66,64.92,154.79,
17-Jan-20,64.85,64.69,65.6,64.48,238.64,
16-Jan-20,64.62,64.26,64.97,63.9,220.17,
15-Jan-20,64,64.44,64.6,63.55,229.53,
14-Jan-20,64.49,64.29,65.05,63.92,270.5,
13-Jan-20,64.2,65.13,65.27,63.92,262.47,
10-Jan-20,64.98,65.29,65.66,64.86,272.17,
9-Jan-20,65.37,66,66.1,64.56,364.45,
8-Jan-20,65.44,71.22,71.75,64.94,560.89,
7-Jan-20,68.27,68.63,68.75,67.65,284.92,
6-Jan-20,68.91,69.35,70.74,68.21,341.14,
3-Jan-20,68.6,66.28,69.5,66.22,479.7,
2-Jan-20,66.25,66.41,66.58,65.72,205.69,
31-Dec-19,66,66.65,66.93,65.63,171.01,
30-Dec-19,68.44,68.2,68.99,68.16,29.42,
27-Dec-19,68.16,67.91,68.33,67.57,112.22,
26-Dec-19,67.92,67.27,67.99,67.22,69.82,
24-Dec-19,67.2,66.44,67.26,66.36,104.94,
23-Dec-19,66.39,66.15,66.62,65.81,130.19,
20-Dec-19,66.14,66.56,66.72,65.7,210.55,
19-Dec-19,66.54,66.19,66.78,66.03,229.21,
18-Dec-19,66.17,65.84,66.43,65.56,248.77,
17-Dec-19,66.1,65.31,66.24,65.12,239.85,
16-Dec-19,65.34,65.05,65.66,64.88,183.35,
13-Dec-19,65.22,64.56,65.79,64.5,232.75,
12-Dec-19,64.2,63.9,64.85,63.87,238.31,
11-Dec-19,63.72,64,64.26,63.01,250.14,
10-Dec-19,64.34,64.03,64.69,63.78,235.19,
9-Dec-19,64.25,64.29,64.5,63.61,239.77,
6-Dec-19,64.39,63.41,64.88,62.83,314.6,
5-Dec-19,63.39,62.97,63.91,62.75,294.84,
4-Dec-19,63,61.08,63.51,61,319.04,
3-Dec-19,60.82,61.05,61.58,60.3,248.55,
2-Dec-19,60.92,60.73,62.09,60.72,297.87,
29-Nov-19,62.43,63.77,63.86,62.36,19.65,
28-Nov-19,63.87,63.91,64,63.19,96.08,
27-Nov-19,64.06,64.02,64.6,63.51,125.47,
26-Nov-19,64.27,63.7,64.32,63.44,181.1,
25-Nov-19,63.65,63.6,63.8,62.97,212.05,
22-Nov-19,63.39,63.62,64.27,62.98,228.74,
21-Nov-19,63.97,62.22,64.03,61.92,318.49,
20-Nov-19,62.4,60.94,62.8,60.3,343.31,
19-Nov-19,60.91,62.28,62.57,60.7,296.8,
18-Nov-19,62.44,63.36,63.57,61.94,228.25,
15-Nov-19,63.3,62.47,63.65,61.7,255.68,
14-Nov-19,62.28,62.61,63.21,62.15,234.78,
13-Nov-19,62.37,61.85,62.74,61.22,273.03,
12-Nov-19,62.06,62.11,62.85,61.82,238.17,
11-Nov-19,62.18,62.6,62.76,61.57,213.34,
8-Nov-19,62.51,62.29,62.7,60.66,287.67,
7-Nov-19,62.29,61.73,62.89,61.65,261.07,
6-Nov-19,61.74,62.78,63.32,61.59,275.94,
5-Nov-19,62.96,62.04,63.19,61.85,231.67,
4-Nov-19,62.13,61.8,62.78,61.28,235.38,
1-Nov-19,61.69,59.45,61.82,59.4,236.09,
31-Oct-19,60.23,60.57,61.13,60.07,13.9,
30-Oct-19,60.61,61.6,61.93,60.45,105.87,
29-Oct-19,61.59,61.61,61.98,60.66,136.93,
28-Oct-19,61.57,62.04,62.34,61.19,167.86,
25-Oct-19,62.02,61.5,62.11,60.93,204.45,
24-Oct-19,61.67,60.99,61.9,60.64,215.54,
23-Oct-19,61.17,59.48,61.3,58.85,313.23,
22-Oct-19,59.7,59.05,60.26,58.75,260.6,
21-Oct-19,58.96,59.23,59.55,58.26,212.57,
18-Oct-19,59.42,59.78,60.29,59.01,228.14,
17-Oct-19,59.91,58.99,60.04,58.69,269.84,
16-Oct-19,59.42,58.9,59.75,58.36,257.88,
15-Oct-19,58.74,59.3,59.68,58,305.68,
14-Oct-19,59.35,60.69,60.73,58.5,283.07,
11-Oct-19,60.51,59.53,60.69,59.21,367.63,
10-Oct-19,59.1,58.04,59.6,57.8,262.53,
9-Oct-19,58.32,58.02,59.35,57.91,266.48,
8-Oct-19,58.24,58.47,58.92,57.38,274.74,
7-Oct-19,58.35,58.02,59.68,58.02,228.41,
4-Oct-19,58.37,57.69,58.96,57.67,299.92,
3-Oct-19,57.71,57.54,57.99,56.15,336.9,
2-Oct-19,57.69,59.25,59.5,57.22,307.91,
1-Oct-19,58.89,59.38,60.1,58.41,291.67,
30-Sep-19,60.78,62.24,62.24,60.73,22.01,
27-Sep-19,61.91,62.48,62.75,60.76,97.33,
26-Sep-19,62.74,62.58,62.92,61.45,115.57,
25-Sep-19,62.39,62.44,62.81,61.23,201.47,
24-Sep-19,63.1,64.4,64.6,62.3,216.28,
23-Sep-19,64.77,65.23,65.5,63.53,204.78,
20-Sep-19,64.28,65,65.28,64.05,224.88,
19-Sep-19,64.4,63.51,65.57,63.46,258.85,
18-Sep-19,63.6,64.23,64.99,63.04,295.05,
17-Sep-19,64.55,68.15,69.26,63.55,620.49,
16-Sep-19,69.02,66.45,71.95,64.75,735.54,
13-Sep-19,60.22,60.45,60.81,59.6,195.83,
12-Sep-19,60.38,61.16,61.39,58.92,358.09,
11-Sep-19,60.81,62.88,63.27,60.52,315.12,
10-Sep-19,62.38,62.82,63.78,62.17,267.55,
9-Sep-19,62.59,61.6,63,61.57,249.71,
6-Sep-19,61.54,60.81,61.88,59.4,287.36,
5-Sep-19,60.95,60.49,62.4,60.25,292.06,
4-Sep-19,60.7,58.17,60.96,58.13,283.1,
3-Sep-19,58.26,58.54,58.87,57.23,265.12,
2-Sep-19,58.66,58.8,59.26,58.1,121.64,
30-Aug-19,60.43,60.98,61.17,60.25,25.14,
29-Aug-19,61.08,60.48,61.19,59.98,131.09,
28-Aug-19,60.49,60.04,61,59.8,134.26,
27-Aug-19,59.51,58.8,60.17,58.51,218.37,
26-Aug-19,58.7,58.35,60.17,58.24,183.3,
23-Aug-19,59.34,60.11,60.29,58.3,321.24,
22-Aug-19,59.92,60.43,60.89,59.47,276.11,
21-Aug-19,60.3,60.11,61.41,60.07,269.68,
20-Aug-19,60.03,59.68,60.32,58.95,245.25,
19-Aug-19,59.74,58.72,59.92,58.64,211.45,
16-Aug-19,58.64,58.41,59.5,58.28,209.43,
15-Aug-19,58.23,59.07,59.42,57.67,298.67,
14-Aug-19,59.48,61.07,61.08,58.21,320.43,
13-Aug-19,61.3,58.47,61.5,58,338.08,
12-Aug-19,58.57,58.3,58.88,57.88,221.35,
9-Aug-19,58.53,57.74,59.1,57.11,281.8,
8-Aug-19,57.38,57.48,58.01,56.77,299.69,
7-Aug-19,56.23,58.68,59.23,55.88,485.19,
6-Aug-19,58.94,59.56,60.56,58.55,328.15,
5-Aug-19,59.81,61.46,61.56,59.66,378.86,
2-Aug-19,61.89,61.16,62.95,60.98,364.14,
1-Aug-19,60.5,64.09,64.54,60.02,433.72,
31-Jul-19,65.17,64.95,65.42,64.95,18.76,
30-Jul-19,64.72,63.91,65.14,63.9,86.1,
29-Jul-19,63.71,63.32,63.9,62.92,101.7,
26-Jul-19,63.46,63.28,63.96,63.01,159.86,
25-Jul-19,63.39,63.21,64.23,63.01,169.84,
24-Jul-19,63.18,64.13,64.66,62.59,301.51,
23-Jul-19,63.83,63.26,64.46,62.66,272.73,
22-Jul-19,63.26,63.05,64.03,62.77,267.78,
19-Jul-19,62.47,62.5,63.37,61.83,298.98,
18-Jul-19,61.93,63.52,64.46,61.29,374.89,
17-Jul-19,63.66,64.44,65.28,63.22,274.93,
16-Jul-19,64.35,66.31,67.09,63.82,356.74,
15-Jul-19,66.48,66.87,67.47,66.11,283.09,
12-Jul-19,66.72,66.83,67.29,66.51,244.7,
11-Jul-19,66.52,66.81,67.65,66.43,283.02,
10-Jul-19,67.01,64.78,67.12,64.63,349.51,
9-Jul-19,64.16,63.81,64.75,63.76,263.89,
8-Jul-19,64.11,64.34,65.14,63.79,253.82,
5-Jul-19,64.23,63.27,64.52,62.91,203.54,
4-Jul-19,63.3,63.88,64.07,62.95,114.98,
3-Jul-19,63.82,62.9,64.01,62.09,282.11,
2-Jul-19,62.4,64.8,65.51,62.22,386.94,
1-Jul-19,65.06,65.05,66.75,64.22,361.41,
28-Jun-19,66.55,66.51,66.84,66.08,34.62,
27-Jun-19,66.55,66.05,66.82,65.63,103.16,
26-Jun-19,66.49,65.8,66.85,65.6,141.95,
25-Jun-19,65.05,64.89,65.98,64.17,205.8,
24-Jun-19,64.86,65.5,65.79,64.08,217.44,
21-Jun-19,65.2,64.86,65.76,64,257.92,
20-Jun-19,64.45,62.45,64.82,62.4,394.17,
19-Jun-19,61.82,62.4,62.55,61.4,320.06,
18-Jun-19,62.14,60.93,62.84,60.25,327.7,
17-Jun-19,60.94,62.07,62.37,60.74,236.16,
14-Jun-19,62.01,61.25,62.57,60.74,262.31,
13-Jun-19,61.31,59.94,62.64,59.78,435.42,
12-Jun-19,59.97,61.79,61.85,59.57,343.21,
11-Jun-19,62.29,62.3,62.87,62.01,302.74,
10-Jun-19,62.29,63.58,64.1,62.05,278.49,
7-Jun-19,63.29,62.4,63.59,61.77,307.96,
6-Jun-19,61.67,60.4,62.43,60.22,343.64,
5-Jun-19,60.63,61.58,62.27,59.45,428.01,
4-Jun-19,61.97,61,62.12,60.21,370.27,
3-Jun-19,61.28,61.64,62.84,60.55,386.56,
31-May-19,64.49,66.24,66.28,64.37,21.75,
30-May-19,66.87,69.68,69.96,66.31,105.27,
29-May-19,69.45,70.1,70.1,68.08,148.48,
28-May-19,70.11,69.99,70.59,69.58,238.88,
27-May-19,70.11,69.15,70.23,68.53,72.18,
24-May-19,68.69,67.99,69.3,67.33,292.09,
23-May-19,67.76,70.86,70.97,67.02,434.54,
22-May-19,70.99,71.91,72.04,70.42,371.52,
21-May-19,72.18,72.15,72.52,71.63,303.74,
20-May-19,71.97,72.5,73.4,71.6,301.98,
17-May-19,72.21,72.82,73.23,71.79,255.53,
16-May-19,72.62,72.05,73.36,71.82,326.44,
15-May-19,71.77,70.9,72.25,70.42,272.44,
14-May-19,71.24,70.02,71.65,69.93,299.77,
13-May-19,70.23,70.83,72.58,69.72,373.47,
10-May-19,70.62,70.45,71.23,70.18,300.46,
9-May-19,70.39,70.23,70.65,69.4,328.74,
8-May-19,70.37,69.88,70.7,69.33,295.44,
7-May-19,69.88,71.15,71.33,69.38,332.07,
6-May-19,71.24,70.59,71.79,68.79,227.02,
3-May-19,70.85,70.48,71.54,69.95,249.81,
2-May-19,70.75,72,72.22,69.68,346.63,
1-May-19,72.18,71.73,72.36,71.3,230.8,
30-Apr-19,72.8,71.94,73.27,71.73,25.34,
29-Apr-19,72.04,71.56,72.5,71.06,147.41,
26-Apr-19,72.15,74.2,74.42,71.3,222.89,
25-Apr-19,74.35,74.46,75.6,74,309.21,
24-Apr-19,74.57,74.27,74.73,74.02,276.67,
23-Apr-19,74.51,74.38,74.73,73.99,308.99,
22-Apr-19,74.04,71.93,74.52,71.86,305.17,
18-Apr-19,71.97,71.63,72.04,71.2,259.04,
17-Apr-19,71.62,71.83,72.27,71.45,276.61,
16-Apr-19,71.72,71.21,71.95,70.74,273.9,
15-Apr-19,71.18,71.55,71.6,70.78,219.15,
12-Apr-19,71.55,70.95,71.87,70.9,237.22,
11-Apr-19,70.83,71.56,71.68,70.57,278.09,
10-Apr-19,71.73,70.82,71.78,70.57,288.89,
9-Apr-19,70.61,71.19,71.34,70.3,267.49,
8-Apr-19,71.1,70.56,71.19,70.43,288.13,
5-Apr-19,70.34,69.13,70.48,68.92,263.87,
4-Apr-19,69.4,69.44,70.03,68.87,281.88,
3-Apr-19,69.31,69.47,69.96,68.8,341.5,
2-Apr-19,69.37,69.22,69.58,68.69,299.3,
1-Apr-19,69.01,67.58,69.22,67.58,320.77,
29-Mar-19,68.39,68.01,68.89,67.81,20.62,
28-Mar-19,67.82,67.75,68,66.54,131.64,
27-Mar-19,67.83,67.9,68.35,67.19,148.15,
26-Mar-19,67.97,67.36,68.23,67.24,197.54,
25-Mar-19,67.21,67,67.65,66.36,216.76,
22-Mar-19,67.03,67.76,67.98,66.2,284.52,
21-Mar-19,67.86,68.38,68.69,67.59,303.23,
20-Mar-19,68.5,67.66,68.57,67.19,235.49,
19-Mar-19,67.61,67.49,68.2,67.13,234.14,
18-Mar-19,67.54,67.14,67.69,66.69,208.53,
15-Mar-19,67.16,67.18,67.71,66.13,254.32,
14-Mar-19,67.23,67.65,68.14,67.03,235.99,
13-Mar-19,67.55,66.91,67.76,66.7,243.2,
12-Mar-19,66.67,66.7,67.39,66.34,252.13,
11-Mar-19,66.58,65.76,66.75,65.63,247.81,
8-Mar-19,65.74,66.08,66.09,64.02,316.39,
7-Mar-19,66.3,65.88,67,65.75,276.24,
6-Mar-19,65.99,65.49,66.18,65.22,283.2,
5-Mar-19,65.86,65.46,66.23,65.04,216.39,
4-Mar-19,65.67,64.97,66.34,64.93,233.54,
1-Mar-19,65.07,66.48,67.14,64.59,297.19,
28-Feb-19,66.03,66.38,66.38,65.67,19.67,
27-Feb-19,66.39,65.64,66.7,65.27,102.14,
26-Feb-19,65.21,64.79,65.74,64.32,127.6,
25-Feb-19,64.76,66.97,67.47,64.54,220.94,
22-Feb-19,67.12,66.96,67.73,66.87,177.62,
21-Feb-19,67.07,67.05,67.31,66.69,245.86,
20-Feb-19,67.08,66.3,67.38,65.63,276.48,
19-Feb-19,66.45,66.44,66.65,65.58,246.65,
18-Feb-19,66.5,66.39,66.83,65.9,175.24,
15-Feb-19,66.25,64.86,66.39,64.42,290.55,
14-Feb-19,64.57,63.69,64.81,63.25,287.45,
13-Feb-19,63.61,62.7,63.98,62.69,269.68,
12-Feb-19,62.42,61.59,63.34,61.59,278.8,
11-Feb-19,61.51,62.11,62.34,60.9,280.96,
8-Feb-19,62.1,61.66,62.36,61.04,254.95,
7-Feb-19,61.63,62.5,62.91,60.6,286.17,
6-Feb-19,62.69,62.06,62.8,61.05,225.57,
5-Feb-19,61.98,62.64,63.02,61.72,215.36,
4-Feb-19,62.51,62.83,63.63,61.28,297.43,
1-Feb-19,62.75,61.06,62.97,60.46,267.22,
31-Jan-19,61.89,61.97,62.32,61.57,20.63,
30-Jan-19,61.65,61.26,62.67,61.04,90.93,
29-Jan-19,61.32,59.87,61.79,59.75,142.13,
28-Jan-19,59.93,61.49,61.69,59.49,214.19,
25-Jan-19,61.64,61.13,61.92,60.7,218.03,
24-Jan-19,61.09,61.02,61.51,60.41,274.48,
23-Jan-19,61.14,61.37,62.33,60.21,308.46,
22-Jan-19,61.5,62.59,62.71,60.57,283.22,
21-Jan-19,62.74,62.74,63.15,62.25,138.08,
18-Jan-19,62.7,61.33,63,61.32,288.91,
17-Jan-19,61.18,61.05,61.54,60.04,278.42,
16-Jan-19,61.32,60.42,61.45,60.03,315.59,
15-Jan-19,60.64,59.36,60.86,59.11,234.36,
14-Jan-19,58.99,60.62,61.04,58.9,263.28,
11-Jan-19,60.48,61.19,62.49,60.08,292.79,
10-Jan-19,61.68,61.15,61.91,60.44,300.92,
9-Jan-19,61.44,59.15,61.69,59.05,329.05,
8-Jan-19,58.72,57.64,58.87,57.13,288.25,
7-Jan-19,57.33,57.41,58.93,57.26,296.58,
4-Jan-19,57.06,55.67,58.31,55.34,321.11,
3-Jan-19,55.95,54.29,56.3,53.93,278.36,
2-Jan-19,54.91,54.12,56.56,52.51,300.95,
31-Dec-18,53.8,53,54.82,52.66,109.11,
28-Dec-18,52.2,53.44,53.8,51.6,17.11,
27-Dec-18,52.16,54.65,54.67,51.94,102.59,
26-Dec-18,54.47,50.84,55.29,49.93,77,
24-Dec-18,50.47,53.49,54.66,50.36,76.22,
21-Dec-18,53.82,54.97,55.33,52.79,226.34,
20-Dec-18,54.35,56.49,56.75,54.28,299.45,
19-Dec-18,57.24,56.51,58.11,56.04,319.37,
18-Dec-18,56.26,59,59.24,55.89,398.56,
17-Dec-18,59.61,60.25,61.21,58.64,246.03,
14-Dec-18,60.28,61.53,61.58,59.92,206.56,
13-Dec-18,61.45,60.29,62.02,59.33,252.4,
12-Dec-18,60.15,60.67,61.43,59.98,246.92,
11-Dec-18,60.2,59.91,61.1,59.58,235.33,
10-Dec-18,59.97,61.34,62.33,59.61,264.95,
7-Dec-18,61.67,60.25,63.73,59.1,423.08,
6-Dec-18,60.06,61.36,61.97,58.36,399.99,
5-Dec-18,61.56,61.35,63.29,60.8,256.24,
4-Dec-18,62.08,61.9,63.58,61.24,277.42,
3-Dec-18,61.69,59.98,62.6,59.85,294.77,
30-Nov-18,58.71,59.28,59.93,58.25,27.02,
29-Nov-18,59.51,59.12,60.37,57.5,94.57,
28-Nov-18,58.76,60.63,61.27,58.55,150.81,
27-Nov-18,60.21,60.39,61.4,58.92,271.17,
26-Nov-18,60.48,58.98,61.13,58.6,267.38,
23-Nov-18,58.8,62.58,62.79,58.41,279.67,
22-Nov-18,62.6,63.6,63.81,62.27,164.11,
21-Nov-18,63.48,62.6,64.48,62.56,334.98,
20-Nov-18,62.53,66.9,66.9,61.71,417.01,
19-Nov-18,66.79,66.99,67.64,65.27,262.55,
16-Nov-18,66.76,66.68,68.38,66.06,327.72,
15-Nov-18,66.62,66.12,67.42,65.77,316.04,
14-Nov-18,66.12,65.62,67.63,65.02,379.72,
13-Nov-18,65.47,69.13,69.68,64.61,445.04,
12-Nov-18,70.12,70.69,71.88,68.87,319.23,
9-Nov-18,70.18,70.87,70.99,69.13,292.21,
8-Nov-18,70.65,72.1,73.08,70.56,350.47,
7-Nov-18,72.07,71.66,73.55,71.36,361.36,
6-Nov-18,72.13,72.85,73.28,71.18,290.88,
5-Nov-18,73.17,72.85,74.13,72.26,231.14,
2-Nov-18,72.83,72.75,73.5,72.16,312.87,
1-Nov-18,72.89,74.69,74.99,72.56,360.16,
31-Oct-18,75.47,76.28,76.92,75.42,34.7,
30-Oct-18,75.91,76.82,77.32,75.09,115.19,
29-Oct-18,77.34,77.64,78.03,76.55,117.94,
26-Oct-18,77.62,76.6,77.91,75.77,229.75,
25-Oct-18,76.89,75.67,77.08,75.35,215.24,
24-Oct-18,76.17,76.35,77.57,75.11,366.65,
23-Oct-18,76.44,80.04,80.12,75.88,513.72,
22-Oct-18,79.83,80.11,80.41,78.99,269.91,
19-Oct-18,79.78,79.44,80.88,79.22,291.07,
18-Oct-18,79.29,80.23,80.31,78.69,359.01,
17-Oct-18,80.05,81.74,81.85,79.17,336.6,
16-Oct-18,81.41,80.88,81.75,79.8,329.33,
15-Oct-18,80.78,81,81.92,79.85,284.65,
12-Oct-18,80.43,80.28,81.48,79.23,373.09,
11-Oct-18,80.26,82.47,82.63,79.8,482.51,
10-Oct-18,83.09,84.98,85.17,82.26,319.09,
9-Oct-18,85,83.91,85.45,83.73,351.4,
8-Oct-18,83.91,84.17,84.31,82.66,290.09,
5-Oct-18,84.16,84.89,85.12,83.92,300.62,
4-Oct-18,84.58,85.99,86.43,84.14,361.25,
3-Oct-18,86.29,84.79,86.74,84.01,345.22,
2-Oct-18,84.8,84.95,85.38,84.31,268.61,
1-Oct-18,84.98,82.79,85.45,82.55,347.53,
28-Sep-18,82.72,81.63,82.87,81.6,19.68,
27-Sep-18,81.72,81.8,82.44,81.32,124,
