Date,Price,Open,High,Low,Vol.,
26-Sep-18,81.34,81.45,82.22,81.1,130.53,
25-Sep-18,81.87,81.35,82.55,81.17,240.4,
24-Sep-18,81.2,78.97,81.48,78.97,243.31,
21-Sep-18,78.8,78.67,80.12,78.23,297.57,
20-Sep-18,78.7,79.44,79.83,78.51,300.16,
19-Sep-18,79.4,78.97,79.5,78.51,275.87,
18-Sep-18,79.03,77.78,79.73,77.46,259.18,
17-Sep-18,78.05,78.07,78.9,77.73,207.61,
14-Sep-18,78.09,78.45,78.94,77.37,261.06,
13-Sep-18,78.18,79.6,79.71,77.87,298.14,
12-Sep-18,79.74,79.42,80.13,78.75,315.27,
11-Sep-18,79.06,77.38,79.54,77.36,280.31,
10-Sep-18,77.37,77.08,77.92,76.9,244.53,
7-Sep-18,76.83,76.69,77.1,75.88,209,
6-Sep-18,76.5,77.02,77.77,75.64,274.79,
5-Sep-18,77.27,77.82,78.09,76.91,277.12,
4-Sep-18,78.17,78.19,79.72,77.44,320.45,
3-Sep-18,78.15,77.69,78.44,77.3,110.91,
31-Aug-18,77.42,77.53,77.79,77,25.83,
30-Aug-18,77.77,77.33,78.03,77.18,90.22,
29-Aug-18,77.14,75.99,77.42,75.67,130.44,
28-Aug-18,75.95,76.34,76.97,75.73,179.66,
27-Aug-18,76.21,75.54,76.34,75.39,101.08,
24-Aug-18,75.82,74.73,76.42,74.68,235.09,
23-Aug-18,74.73,74.72,74.87,74.21,199.66,
22-Aug-18,74.78,72.76,75,72.7,300.69,
21-Aug-18,72.63,72.15,72.95,72.05,201.24,
20-Aug-18,72.21,71.77,72.75,71.42,249.1,
17-Aug-18,71.83,71.35,72.49,71.25,217.16,
16-Aug-18,71.43,70.65,71.52,70.4,227.2,
15-Aug-18,70.76,72.22,72.44,70.3,298.11,
14-Aug-18,72.46,72.82,73.93,72.16,242.75,
13-Aug-18,72.61,73,73.09,71.04,220.34,
10-Aug-18,72.81,71.97,73.14,71.4,228.74,
9-Aug-18,72.07,72.16,72.89,71.86,197.06,
8-Aug-18,72.28,74.64,74.87,71.65,269.51,
7-Aug-18,74.65,73.61,74.9,73.57,228.99,
6-Aug-18,73.75,73.21,74.47,73.08,200.58,
3-Aug-18,73.21,73.37,73.73,72.48,175.36,
2-Aug-18,73.45,72.42,73.75,71.84,226.45,
1-Aug-18,72.39,74.07,74.12,72.13,284.02,
31-Jul-18,74.25,74.93,75.1,74.14,21.88,
30-Jul-18,74.97,74.31,75.27,74.14,81.03,
27-Jul-18,74.29,74.5,74.85,73.83,119.34,
26-Jul-18,74.54,74.37,74.83,73.77,183.35,
25-Jul-18,73.93,73.7,74.6,73.07,210.87,
24-Jul-18,73.44,72.91,74,72.68,215.15,
23-Jul-18,73.06,73.22,74.5,72.52,316.98,
20-Jul-18,73.07,72.65,73.47,72.26,231.51,
19-Jul-18,72.58,73.06,73.79,71.83,313.81,
18-Jul-18,72.9,71.74,73.28,71.19,287.11,
17-Jul-18,72.16,72.01,72.78,71.35,286.44,
16-Jul-18,71.84,74.92,75.37,71.52,330,
13-Jul-18,75.33,74.34,75.93,73.22,302.43,
12-Jul-18,74.45,74.17,75.1,72.67,416.41,
11-Jul-18,73.4,78.78,78.83,73.04,560.84,
10-Jul-18,78.86,78.25,79.51,78.15,261.55,
9-Jul-18,78.07,77.21,78.31,77.04,212.19,
6-Jul-18,77.11,77.57,77.68,76.36,315.28,
5-Jul-18,77.39,78.14,78.5,77.3,254.02,
4-Jul-18,78.24,77.89,78.28,77.61,97.25,
3-Jul-18,77.76,77.4,78.55,76.67,273.46,
2-Jul-18,77.3,78.55,78.95,77.16,265.38,
29-Jun-18,79.44,77.79,79.7,77.45,17.12,
28-Jun-18,77.85,77.5,78.42,77.09,144.22,
27-Jun-18,77.62,76.54,78.16,76.28,166.19,
26-Jun-18,76.31,74.74,76.72,74.13,289.47,
25-Jun-18,74.73,74.8,75.13,73.74,274.38,
22-Jun-18,75.55,73.24,75.83,73.24,377.39,
21-Jun-18,73.05,74.46,74.69,72.93,411.81,
20-Jun-18,74.74,75.2,75.86,74.1,368.84,
19-Jun-18,75.08,75.24,75.55,74.45,290.59,
18-Jun-18,75.34,73.06,75.49,72.45,316.12,
15-Jun-18,73.44,75.98,76.06,73,285.8,
14-Jun-18,75.94,76.56,76.92,75.76,279.21,
13-Jun-18,76.74,75.4,76.87,75.26,292.47,
12-Jun-18,75.88,76.5,77.07,75.43,260.33,
11-Jun-18,76.46,76.3,76.84,75.52,231.28,
8-Jun-18,76.46,77.39,77.61,76.12,251.83,
7-Jun-18,77.32,75.88,77.45,75.44,327.98,
6-Jun-18,75.36,75.19,76.25,74.46,365.65,
5-Jun-18,75.38,75.4,75.74,73.81,400.85,
4-Jun-18,75.29,76.66,76.95,75.2,324.29,
1-Jun-18,76.79,77.71,77.95,76.35,296.57,
31-May-18,77.59,77.37,78.75,77.04,21.44,
30-May-18,77.5,75.37,77.73,74.81,125.33,
29-May-18,75.39,75.82,76.2,74.54,114.46,
28-May-18,75.3,76.11,76.17,74.49,65.1,
25-May-18,76.44,78.82,78.88,76.01,275.72,
24-May-18,78.79,79.65,79.78,78.57,228.58,
23-May-18,79.8,79.47,79.85,78.21,292.97,
22-May-18,79.57,79.36,80.49,79.16,305.31,
21-May-18,79.22,78.61,79.59,78.1,245.77,
18-May-18,78.51,79.46,79.87,78.33,277.28,
17-May-18,79.3,79.26,80.5,79.12,330.17,
16-May-18,79.28,78.1,79.35,77.61,336.57,
15-May-18,78.43,78.42,79.47,77.9,390.92,
14-May-18,78.23,77.05,78.53,76.55,290.13,
11-May-18,77.12,77.55,77.6,76.95,261.8,
10-May-18,77.47,77.44,78,76.51,314.19,
9-May-18,77.21,76.19,77.43,76.08,364.75,
8-May-18,74.85,75.6,76.18,73.1,519.8,
7-May-18,76.17,75,76.34,74.83,230.47,
4-May-18,74.87,73.74,75.08,73.24,289.86,
3-May-18,73.62,73.07,74.09,72.47,382.14,
2-May-18,73.36,73.28,73.63,72.38,347.06,
1-May-18,73.13,74.65,74.98,72.74,360.97,
30-Apr-18,75.17,74.62,75.41,73.47,24.76,
27-Apr-18,74.64,74.72,75.03,74.35,156.53,
26-Apr-18,74.74,74.23,74.97,74.11,179.48,
25-Apr-18,74,74,74.19,73.17,275.13,
24-Apr-18,73.86,75.09,75.47,73.68,330.6,
23-Apr-18,74.71,73.77,75.1,73.13,317.45,
20-Apr-18,74.06,73.94,74.2,72.83,371.9,
19-Apr-18,73.78,73.72,74.75,73.46,393.96,
18-Apr-18,73.48,71.72,73.93,71.66,352.65,
17-Apr-18,71.58,71.65,71.89,70.83,315.04,
16-Apr-18,71.42,72.7,72.85,71.11,297.44,
13-Apr-18,72.58,71.94,72.88,71.56,328.5,
12-Apr-18,72.02,72.09,72.49,71.1,330.21,
11-Apr-18,72.06,71.03,73.09,70.57,495.41,
10-Apr-18,71.04,68.46,71.34,68.46,452.34,
9-Apr-18,68.65,67.1,68.8,67,257.5,
6-Apr-18,67.11,68.09,68.62,66.86,296.09,
5-Apr-18,68.33,68.36,68.93,67.73,270.82,
4-Apr-18,68.02,68.15,68.28,66.69,361.48,
3-Apr-18,68.12,67.63,68.46,67.62,232.26,
2-Apr-18,67.64,69.32,70.04,67.49,190.05,
29-Mar-18,70.27,69.86,70.44,69.1,25.29,
28-Mar-18,69.53,69.72,70.25,68.78,141.89,
27-Mar-18,70.11,70.13,71.03,69.45,131.39,
26-Mar-18,70.12,70.43,71.05,69.67,183.69,
23-Mar-18,70.45,69.11,70.57,68.87,283.01,
22-Mar-18,68.91,69.63,69.7,68.58,286.63,
21-Mar-18,69.47,67.61,69.86,67.48,401.05,
20-Mar-18,67.42,66.15,67.88,66.15,326.47,
19-Mar-18,66.05,66.01,66.39,65.39,272.42,
16-Mar-18,66.21,65.07,66.42,64.88,264.21,
15-Mar-18,65.12,64.9,65.38,64.61,208.59,
14-Mar-18,64.89,64.73,65.21,64.06,267.59,
13-Mar-18,64.64,64.92,65.68,64.05,320.57,
12-Mar-18,64.95,65.5,65.86,64.18,240.03,
9-Mar-18,65.49,63.93,65.63,63.69,286.49,
8-Mar-18,63.61,64.51,64.56,63.43,294.79,
7-Mar-18,64.34,65.23,65.8,63.83,332.91,
6-Mar-18,65.79,65.74,66.16,65.3,199.79,
5-Mar-18,65.54,64.65,65.88,64.1,261.06,
2-Mar-18,64.37,64.07,64.64,63.2,266.38,
1-Mar-18,63.83,64.57,65.04,63.19,340.97,
28-Feb-18,65.78,66.41,66.87,65.43,27.39,
27-Feb-18,66.63,67.57,67.61,66.32,106.34,
26-Feb-18,67.5,67.29,67.9,66.72,188.3,
23-Feb-18,67.31,66.3,67.37,65.79,201.72,
22-Feb-18,66.39,64.91,66.56,64.62,253,
21-Feb-18,65.42,65.05,65.53,64.4,245.87,
20-Feb-18,65.25,65.64,65.81,64.78,289.17,
19-Feb-18,65.67,64.96,65.9,64.84,125.63,
16-Feb-18,64.84,64.66,65.22,64.19,239.58,
15-Feb-18,64.33,64.44,65.15,63.12,292.91,
14-Feb-18,64.36,62.84,64.58,61.95,349.1,
13-Feb-18,62.72,62.85,63.1,61.76,367.26,
12-Feb-18,62.59,62.5,64.4,62.5,349.67,
9-Feb-18,62.79,64.44,64.64,61.77,399.5,
8-Feb-18,64.81,65.28,65.6,64.1,346.32,
7-Feb-18,65.51,67.2,67.72,65.16,567.76,
6-Feb-18,66.86,67.02,67.6,66.53,328.85,
5-Feb-18,67.62,68.15,68.46,66.9,335.64,
2-Feb-18,68.58,70,70.02,67.96,307.13,
1-Feb-18,69.65,69,69.97,68.81,336.92,
31-Jan-18,69.05,68.43,69.15,68.33,20.43,
30-Jan-18,69.02,69.3,69.39,68.4,135.87,
29-Jan-18,69.46,70.47,70.64,69.07,202.24,
26-Jan-18,70.52,70.07,70.83,70.05,227.6,
25-Jan-18,70.42,70.95,71.28,69.97,301.93,
24-Jan-18,70.53,69.97,70.94,69.54,308.37,
23-Jan-18,69.96,69.17,70.24,69.12,343.73,
22-Jan-18,69.03,68.8,69.51,68.39,250.6,
19-Jan-18,68.61,69.01,69.08,68.28,278.36,
18-Jan-18,69.31,69.53,69.63,68.8,270.23,
17-Jan-18,69.38,69.35,69.59,68.55,280.42,
16-Jan-18,69.15,70.05,70.13,68.83,322.95,
15-Jan-18,70.26,69.88,70.37,69.55,173.46,
12-Jan-18,69.87,69.15,69.93,68.59,302.1,
11-Jan-18,69.26,69.15,70.05,69,341.94,
10-Jan-18,69.2,69.12,69.37,68.75,290.54,
9-Jan-18,68.82,68,69.29,67.7,319.92,
8-Jan-18,67.78,67.8,67.99,67.44,210.35,
5-Jan-18,67.62,67.97,68.11,67.26,183.45,
4-Jan-18,68.07,67.89,68.27,67.62,246.15,
3-Jan-18,67.84,66.54,68.03,66.4,260.86,
2-Jan-18,66.57,66.55,67.29,66.24,211.74,
29-Dec-17,66.87,66.15,66.98,66.15,157.95,
28-Dec-17,66.72,66.43,66.85,66.23,35.09,
27-Dec-17,66.44,66.76,66.94,66.03,122.43,
26-Dec-17,67.02,65.2,67.1,65,74.25,
22-Dec-17,65.25,64.63,65.28,64.38,110.42,
21-Dec-17,64.9,64.49,64.93,64.2,155.42,
20-Dec-17,64.56,63.83,64.6,63.67,222.73,
19-Dec-17,63.8,63.41,63.91,63.3,213.19,
18-Dec-17,63.41,63.36,63.91,63,234.62,
15-Dec-17,63.23,63.39,63.68,63.08,213,
14-Dec-17,63.31,62.81,63.5,62.01,277.67,
13-Dec-17,62.44,63.8,64.32,62.36,354.37,
12-Dec-17,63.34,64.66,65.83,63.07,508.99,
11-Dec-17,64.69,63.29,64.93,62.99,488.01,
8-Dec-17,63.4,62.08,63.64,62.01,362.43,
7-Dec-17,62.2,61.3,62.26,61.15,238.96,
6-Dec-17,61.22,62.64,62.93,61.13,314.26,
5-Dec-17,62.86,62.45,63.15,62.12,219.34,
4-Dec-17,62.45,63.5,63.68,62.31,250.52,
1-Dec-17,63.73,62.74,64.32,62.59,308.15,
30-Nov-17,63.57,63.28,64.21,63.21,26.21,
29-Nov-17,63.11,63.3,64.07,62.5,178.2,
28-Nov-17,63.61,63.78,63.89,63.1,186.93,
27-Nov-17,63.84,63.8,63.99,63.1,249.09,
24-Nov-17,63.86,63.35,63.95,63.28,152.7,
23-Nov-17,63.55,63.24,63.57,62.88,113.08,
22-Nov-17,63.32,62.78,63.43,62.62,322.87,
21-Nov-17,62.57,62.1,62.87,62.07,338.16,
20-Nov-17,62.22,62.8,62.8,61.44,283.48,
17-Nov-17,62.72,61.41,62.92,61.08,356.74,
16-Nov-17,61.36,61.88,62.15,61.25,314.06,
15-Nov-17,61.87,61.55,62.13,61.3,279.41,
14-Nov-17,62.21,63.06,63.17,61.21,418.94,
13-Nov-17,63.16,63.68,63.77,62.61,335.15,
10-Nov-17,63.52,63.8,64.27,63.35,307.97,
9-Nov-17,63.93,63.52,64.25,63.26,319.86,
8-Nov-17,63.49,63.69,64.64,62.95,418.07,
7-Nov-17,63.69,64.12,64.65,63.5,389.46,
6-Nov-17,64.27,62.27,64.44,62.08,356.99,
3-Nov-17,62.07,60.88,62.23,60.6,272.74,
2-Nov-17,60.62,60.5,60.86,60.02,289.3,
1-Nov-17,60.49,61.07,61.7,60,337.76,
31-Oct-17,61.37,60.86,61.41,60.53,29.12,
30-Oct-17,60.9,60.66,61,60.14,168.54,
27-Oct-17,60.44,59.37,60.65,58.82,209.89,
26-Oct-17,59.3,58.42,59.55,58.05,232.28,
25-Oct-17,58.44,58.44,58.74,57.85,260.55,
24-Oct-17,58.33,57.41,58.57,57.04,334.68,
23-Oct-17,57.37,57.95,58.05,57.27,353.07,
20-Oct-17,57.75,57.32,57.94,56.6,369.89,
19-Oct-17,57.23,58.24,58.3,57.02,430.67,
18-Oct-17,58.15,58.16,58.54,57.74,329.33,
17-Oct-17,57.88,57.78,58.35,57.18,405.22,
16-Oct-17,57.82,57.28,58.47,57.12,341.78,
13-Oct-17,57.17,56.44,57.57,56.34,332.6,
12-Oct-17,56.25,56.74,56.83,55.88,339.53,
11-Oct-17,56.94,56.56,57.09,56.14,310.14,
10-Oct-17,56.61,55.78,56.91,55.73,290.34,
9-Oct-17,55.79,55.5,55.98,55.06,301.15,
6-Oct-17,55.62,56.99,57.28,55.13,395.65,
5-Oct-17,57,55.77,57.24,55.7,379.3,
4-Oct-17,55.8,55.67,56.2,55.38,330.85,
3-Oct-17,56,56.1,56.4,55.7,275.42,
2-Oct-17,56.12,56.73,56.76,55.5,352.05,
29-Sep-17,57.54,57.6,57.8,57.14,24.02,
28-Sep-17,57.41,57.7,58.65,56.85,117.89,
27-Sep-17,57.9,58.57,58.89,57.57,142.87,
26-Sep-17,58.44,59.05,59.49,57.77,214.73,
25-Sep-17,59.02,56.87,59.25,56.7,224.94,
22-Sep-17,56.86,56.5,56.91,56.22,208.36,
21-Sep-17,56.43,56.17,56.53,55.76,251.62,
20-Sep-17,56.29,55.35,56.48,55.26,295.65,
19-Sep-17,55.14,55.48,55.89,54.89,221.76,
18-Sep-17,55.48,55.59,55.95,54.82,278.12,
15-Sep-17,55.62,55.29,55.85,54.86,271.07,
14-Sep-17,55.47,55.02,55.99,54.93,327.35,
13-Sep-17,55.16,54.18,55.21,54.03,291.47,
12-Sep-17,54.27,53.77,54.44,53.42,279.34,
11-Sep-17,53.84,53.82,54.14,53.04,276.43,
8-Sep-17,53.78,54.54,54.87,53.57,307.45,
7-Sep-17,54.49,54.13,54.67,53.89,306.72,
6-Sep-17,54.2,53.16,54.31,53.09,322.6,
5-Sep-17,53.38,52.3,53.66,52.09,300.78,
4-Sep-17,52.34,52.85,52.85,51.99,121.54,
1-Sep-17,52.75,52.84,52.95,52.24,262.2,
31-Aug-17,52.38,50.58,52.43,50.56,33.5,
30-Aug-17,50.86,51.97,52.01,50.58,152.59,
29-Aug-17,52,52.04,52.19,51.36,139.97,
28-Aug-17,51.89,52.38,52.84,51.52,141.58,
25-Aug-17,52.41,52.3,52.68,51.93,218.09,
24-Aug-17,52.04,52.55,52.71,51.61,255.76,
23-Aug-17,52.57,51.68,52.63,51.45,287.2,
22-Aug-17,51.87,51.78,52.28,51.39,313.92,
21-Aug-17,51.66,53,53,51.3,271.57,
18-Aug-17,52.72,50.89,52.96,50.78,317.44,
17-Aug-17,51.03,50.4,51.12,50,334.3,
16-Aug-17,50.27,50.98,51.4,50.15,305.55,
15-Aug-17,50.8,50.65,51.15,50.02,334.16,
14-Aug-17,50.73,52.02,52.38,50.55,281.57,
11-Aug-17,52.1,51.94,52.28,51.3,245.31,
10-Aug-17,51.9,52.72,53.64,51.67,450.28,
9-Aug-17,52.7,51.99,52.85,51.81,265.61,
8-Aug-17,52.14,52.24,52.73,51.82,235.16,
7-Aug-17,52.37,52.39,52.53,51.37,260.94,
4-Aug-17,52.42,51.97,52.52,51.43,278.78,
3-Aug-17,52.01,52.24,52.89,51.77,402.66,
2-Aug-17,52.36,51.38,52.43,51.18,406.42,
1-Aug-17,51.78,52.7,52.93,50.88,392.64,
31-Jul-17,52.65,52.6,52.92,52.2,25.54,
28-Jul-17,52.52,51.6,52.7,51.31,159.15,
27-Jul-17,51.49,50.86,51.64,50.5,184.43,
26-Jul-17,50.97,50.63,51.06,50.07,258.95,
25-Jul-17,50.2,48.64,50.91,48.63,284.29,
24-Jul-17,48.6,47.96,48.77,47.68,287.93,
21-Jul-17,48.06,49.33,49.65,47.81,338.35,
20-Jul-17,49.3,49.65,50.19,49.19,315.34,
19-Jul-17,49.7,48.7,49.81,48.58,300.37,
18-Jul-17,48.84,48.4,49.41,48.24,251.5,
17-Jul-17,48.42,49.14,49.26,48.31,227.42,
14-Jul-17,48.91,48.37,49.11,48.15,295.66,
13-Jul-17,48.42,47.7,48.53,47.18,262.63,
12-Jul-17,47.74,48.21,48.79,47.35,333.7,
11-Jul-17,47.52,46.99,48.21,46.29,283.39,
10-Jul-17,46.88,46.84,47.38,46.11,268.9,
7-Jul-17,46.71,47.76,47.76,46.28,302.32,
6-Jul-17,48.11,48.28,49.18,47.77,308.26,
5-Jul-17,47.79,49.67,49.84,47,372.98,
4-Jul-17,49.61,49.63,49.9,49.29,129.57,
3-Jul-17,49.68,48.95,49.71,48.54,244.52,
30-Jun-17,47.92,47.46,48.12,47.46,26.18,
29-Jun-17,47.42,47.39,48.03,47.14,179.56,
28-Jun-17,47.31,46.25,47.47,46.25,162.58,
27-Jun-17,46.65,45.85,47.06,45.79,263.26,
26-Jun-17,45.83,45.63,46.24,45.04,203.22,
23-Jun-17,45.54,45.28,45.75,45.03,252.26,
22-Jun-17,45.22,44.81,45.79,44.53,346.76,
21-Jun-17,44.82,45.89,46.63,44.35,389.71,
20-Jun-17,46.02,46.96,47.23,45.42,343.46,
19-Jun-17,46.91,47.21,47.76,46.77,261.49,
16-Jun-17,47.37,46.82,47.61,46.81,227.42,
15-Jun-17,46.92,46.8,47.2,46.7,301.4,
14-Jun-17,47,48.18,48.69,46.74,464.42,
13-Jun-17,48.72,48.32,48.82,47.87,321.28,
12-Jun-17,48.29,48.06,49.15,48.01,316.56,
9-Jun-17,48.15,47.79,48.56,47.4,285.82,
8-Jun-17,47.86,48.26,48.6,47.56,445.97,
7-Jun-17,48.06,49.97,50.14,47.96,461.75,
6-Jun-17,50.12,49.57,50.3,49,329.71,
5-Jun-17,49.47,49.87,50.74,49.04,348.41,
2-Jun-17,49.95,50.23,50.52,48.95,451.46,
1-Jun-17,50.63,51.17,51.45,50.23,462.92,
31-May-17,50.31,51.92,51.92,49.81,41.68,
30-May-17,51.84,52.25,52.35,51.19,137.21,
29-May-17,52.29,52.24,52.61,51.86,36.59,
26-May-17,52.15,51.38,52.3,50.71,265.83,
25-May-17,51.46,54.15,54.67,51.03,464.5,
24-May-17,53.96,54.14,54.62,53.66,351.64,
23-May-17,54.15,53.87,54.43,53.2,328.33,
22-May-17,53.87,53.85,54.37,53.66,379.12,
19-May-17,53.61,52.57,53.82,52.55,333.27,
18-May-17,52.51,52.19,52.74,51.11,363.69,
17-May-17,52.21,51.2,52.61,51.04,331.36,
16-May-17,51.65,51.88,52.36,51.1,340.96,
15-May-17,51.82,50.89,52.63,50.74,331.42,
12-May-17,50.84,50.76,51.09,50.33,304.76,
11-May-17,50.77,50.28,51.16,50.25,315.59,
10-May-17,50.22,48.95,50.63,48.81,368.11,
9-May-17,48.73,49.44,49.72,48.39,332.91,
8-May-17,49.34,49.27,49.92,48.48,400.72,
5-May-17,49.1,48.45,49.63,46.64,530.44,
4-May-17,48.38,50.59,50.73,48.16,541.58,
3-May-17,50.79,50.99,51.14,50.2,357.19,
2-May-17,50.46,51.39,52.16,50.14,364.06,
1-May-17,51.52,51.88,51.97,51.22,121.53,
28-Apr-17,51.73,51.58,52.12,51.31,23.2,
27-Apr-17,51.44,51.57,51.76,50.45,187.13,
26-Apr-17,51.82,51.81,52.46,51.38,206.56,
25-Apr-17,52.1,51.6,52.39,51.3,272.76,
24-Apr-17,51.6,52.11,52.57,51.42,267.28,
21-Apr-17,51.96,53,53.29,51.57,348.48,
20-Apr-17,52.99,53.09,53.55,52.68,401.85,
19-Apr-17,52.93,54.78,55.2,52.58,435.41,
18-Apr-17,54.89,55.39,55.48,54.61,373.1,
17-Apr-17,55.36,55.55,55.98,55.29,158.97,
13-Apr-17,55.89,55.66,56.06,55.56,325.31,
12-Apr-17,55.86,56.28,56.65,55.5,373.53,
11-Apr-17,56.23,56.08,56.3,55.45,340.42,
10-Apr-17,55.98,55.19,56.05,55.19,298.9,
7-Apr-17,55.24,54.88,56.08,54.57,317.78,
6-Apr-17,54.89,54.13,55,54.02,239.47,
5-Apr-17,54.36,54.22,55.09,53.97,353.02,
4-Apr-17,54.17,53.18,54.38,52.73,302.11,
3-Apr-17,53.12,53.62,53.74,53.03,241.75,
31-Mar-17,52.83,52.83,53.45,52.35,27.46,
30-Mar-17,52.96,52.39,53.1,52.03,128.55,
29-Mar-17,52.42,51.43,52.48,51.36,140.44,
28-Mar-17,51.33,50.77,51.87,50.77,186.41,
27-Mar-17,50.75,51.03,51.1,50.03,195.52,
24-Mar-17,50.8,50.64,51.06,50.4,215.34,
23-Mar-17,50.56,50.83,51.1,50.25,320.21,
22-Mar-17,50.64,50.86,50.98,49.71,327.91,
21-Mar-17,50.96,51.7,52.22,50.73,291.71,
20-Mar-17,51.62,51.8,51.94,51.01,239.25,
17-Mar-17,51.76,51.74,52.18,51.53,220.35,
16-Mar-17,51.74,52.08,52.65,51.5,281.53,
15-Mar-17,51.81,51.5,52.15,51.36,327.9,
14-Mar-17,50.92,51.34,51.86,50.25,411.63,
13-Mar-17,51.35,51.49,51.7,50.85,276.76,
10-Mar-17,51.37,52.33,53.02,51.14,351.34,
9-Mar-17,52.19,53.49,53.86,51.5,504.12,
8-Mar-17,53.11,55.63,55.77,52.93,444.13,
7-Mar-17,55.92,55.95,56.65,55.56,269.52,
6-Mar-17,56.01,55.8,56.25,55.32,224.2,
3-Mar-17,55.9,55.18,55.95,55.09,248.71,
2-Mar-17,55.08,56.31,56.44,55.03,350.12,
1-Mar-17,56.36,56.45,57.05,56.24,261.74,
28-Feb-17,55.59,56.02,56.15,55.23,28.35,
27-Feb-17,55.93,55.96,56.77,55.86,139.29,
24-Feb-17,55.99,56.4,56.66,55.74,164.96,
23-Feb-17,56.58,56.2,57.26,56.18,223.59,
22-Feb-17,55.84,56.74,57.01,55.64,245.16,
21-Feb-17,56.66,56.17,57.31,56.1,335.44,
20-Feb-17,56.18,55.9,56.42,55.7,209.63,
17-Feb-17,55.81,55.73,55.88,55.1,270.49,
16-Feb-17,55.65,55.74,56.24,55.13,310.84,
15-Feb-17,55.75,55.82,56.25,55.56,272.52,
14-Feb-17,55.97,55.75,56.46,55.53,254.98,
13-Feb-17,55.59,56.68,56.81,55.41,234.31,
10-Feb-17,56.7,55.66,56.88,55.59,284.71,
9-Feb-17,55.63,55.3,55.92,55.23,263.4,
8-Feb-17,55.12,54.5,55.68,54.44,409.83,
7-Feb-17,55.05,55.91,55.98,54.58,317.18,
6-Feb-17,55.72,56.85,57.13,55.65,252.7,
3-Feb-17,56.81,56.92,57.3,56.39,264.76,
2-Feb-17,56.56,56.53,57.45,56.33,297.35,
1-Feb-17,56.8,55.55,56.83,55.36,301.24,
31-Jan-17,55.7,55.25,56,54.9,28.8,
30-Jan-17,55.23,55.47,55.7,54.97,104.9,
27-Jan-17,55.52,56.09,56.5,54.86,142.07,
26-Jan-17,56.24,55.39,56.55,55.21,265.72,
25-Jan-17,55.08,55.24,55.65,54.75,275.73,
24-Jan-17,55.44,55.42,55.87,55.07,254.89,
